run_name,metric,step,value
dna-bolinas-scaling-v0.5-h2944-p4B,train/loss,53888,1.1308029890060425
dna-bolinas-scaling-v0.5-h2944-p4B,train/loss,60624,1.1121766567230225
dna-bolinas-scaling-v0.5-h2944-p4B,train/loss,67360,1.13225257396698
dna-bolinas-scaling-v0.5-h2944-p4B,train/loss,74096,1.1112055778503418
dna-bolinas-scaling-v0.5-h2944-p4B,train/loss,80832,1.1099042892456055
dna-bolinas-scaling-v0.5-h2944-p4B,train/loss,87568,1.1034104824066162
dna-bolinas-scaling-v0.5-h2944-p4B,train/loss,94304,1.1036686897277832
dna-bolinas-scaling-v0.5-h2944-p4B,train/loss,101040,1.0989179611206055
dna-bolinas-scaling-v0.5-h2944-p4B,train/loss,107776,1.1003339290618896
dna-bolinas-scaling-v0.5-h2944-p4B,train/loss,114512,1.0871399641036987
dna-bolinas-scaling-v0.5-h2944-p4B,train/loss,121248,1.089128017425537
dna-bolinas-scaling-v0.5-h2944-p4B,train/loss,127984,1.0724612474441528
dna-bolinas-scaling-v0.5-h2944-p4B,train/loss,134720,1.0794470310211182
dna-bolinas-scaling-v0.5-h2944-p4B,train/loss,141456,1.0824172496795654
dna-bolinas-scaling-v0.5-h2944-p4B,train/loss,148192,1.0852713584899902
dna-bolinas-scaling-v0.5-h2944-p4B,train/loss,154928,1.0774439573287964
dna-bolinas-scaling-v0.5-h2944-p4B,train/loss,161664,1.0757657289505005
dna-bolinas-scaling-v0.5-h2944-p4B,train/loss,168400,1.0797302722930908
dna-bolinas-scaling-v0.5-h2944-p4B,train/loss,175136,1.0727614164352417
dna-bolinas-scaling-v0.5-h2944-p4B,train/loss,181872,1.078916311264038
dna-bolinas-scaling-v0.5-h640-p46M,eval/loss,0,2.1616499423980713
